кат;назва;наявність;код;опт;роздріб
Аксессуары;            Predator-Z O-Plus HandyGrip;2,000;CZ1796;14,93 EUR;627,06
Аксессуары;            Predator-Z O-Plus RotaGrip;2,000;CZ1802;14,93 EUR;627,06
Аксессуары;            Predator-Z STR-G Fish Grip (21cm) (Захватыватель рыбы);1,000;CZ3224;9,68 EUR;406,56
