кат;назва;наявність;код;опт;роздріб
Спреи;            Predator-Z Soft Lure Spray, 50ml, Burbot/Menyhal (Налим);35,000;CZ3880;1,57 EUR;70,336
Спреи;            Predator-Z Soft Lure Spray, 50ml, Catfish (Сом);;CZ3866;1,57 EUR;70,336
Спреи;            Predator-Z Soft Lure Spray, 50ml, Eel/Aal (Угорь);39,000;CZ3842;1,57 EUR;70,336
Спреи;            Predator-Z Soft Lure Spray, 50ml, Pike (Щука);;CZ3859;1,57 EUR;70,336
Спреи;            Predator-Z Soft Lure Spray, 50ml, Sardine (Сардина);36,000;CZ3897;1,57 EUR;70,336
Спреи;            Predator-Z Soft Lure Spray, 50ml, Trout (Форель);13,000;CZ3835;1,57 EUR;70,336
Спреи;            Predator-Z Soft Lure Spray, 50ml, Zander (Судак);;CZ3873;1,57 EUR;70,336
