кат;назва;наявність;код;опт;роздріб
Ножницы;            CZ Handy scissors (Удобные ножницы);4,000;CZ3194;1,28 EUR;53,76
Ножницы;            CZ Heavy Duty Scissors (Сильные ножницы,нержавеющая стал,ручки из мягкой трезины,длина 23,3 см );2,000;CZ3643;3,38 EUR;141,96
Ножницы;            CZ Pocket scissors (Карманные ножницы);7,000;CZ3149;1,34 EUR;56,28
Ножницы;            CZ Worm scissors  (Ножницы для разрезания червяков);;CZ6446;2,78 EUR;116,76
