кат;назва;наявність;код;опт;роздріб
Спиннинговые коробки;            Predator-Z O-Plus Accessory Box, 27,3x18,6x7cm (коробка для аксессуаров);;CZ2397;4,88 EUR;204,96
Спиннинговые коробки;            Predator-Z O-Plus Lure Box, 34x23,5x10,7cm (коробка для приманок);2,000;CZ2403;8,48 EUR;356,16
Спиннинговые коробки;            Predator-Z O-Plus Soft Lure Box, 38x28,5x8cm (коробка для приманок);1,000;CZ2380;8,93 EUR;375,06
