;            CZ Coated Boilie, Hot Spicy, 100g (острые специи);502,000;CZ0420;1,16 EUR;1,856;Carp Zoom;Бойлы pop-up
;            CZ Coated Boilie, Monster Crab, 100g (гигантский краб);591,000;CZ0406;1,16 EUR;1,856;Carp Zoom;Бойлы pop-up
;            CZ Coated Boilie, Pineapple-Squid, 100g (ананас-кальмар);280,000;CZ0413;1,16 EUR;1,856;Carp Zoom;Бойлы pop-up
;            CZ Coated Boilie, Scopex, 100g (скопекс);573,000;CZ0390;1,16 EUR;1,856;Carp Zoom;Бойлы pop-up
;            CZ Coated Boilie, Strawberry, 100g (клубника);213,000;CZ0383;1,16 EUR;1,856;Carp Zoom;Бойлы pop-up
;        57. Mini Pop Ups 10мм  (мини бойлы-плавающие) (Catalogue p. 33);;;;0;Carp Zoom;Бойлы pop-up
;            Mini Pop Ups, Crab-Mussel e120g   10мм. (краб-мидия);7,000;CZ7514;3,19 EUR;5,104;Carp Zoom;Бойлы pop-up
;            Mini Pop Ups, GLM e120g     10мм. (зелено губая ракушка);145,000;CZ7507;2,79 EUR;4,464;Carp Zoom;Бойлы pop-up
;            Mini Pop Ups, Honey e120g  10мм.  (мед);30,000;CZ7477;3,19 EUR;5,104;Carp Zoom;Бойлы pop-up
;            Mini Pop Ups, Scopex e120g  10мм.  (скопекс);135,000;CZ7491;2,79 EUR;4,464;Carp Zoom;Бойлы pop-up
;            Mini Pop Ups, Strawberry e120g 10мм.  (клубника);37,000;CZ7460;3,19 EUR;5,104;Carp Zoom;Бойлы pop-up
;            Mini Pop Ups, Sweet Corn e120g 10мм. (сладкая какуруза);;CZ7484;3,19 EUR;5,104;Carp Zoom;Бойлы pop-up
;            Mini Pop Ups, Vanilla e120g 10мм. (ваниль);69,000;CZ4399;3,19 EUR;5,104;Carp Zoom;Бойлы pop-up
;        58. Pop Ups 16мм (плавающие бойлы,насадочные ) (Catalogue p. 33);;;;0;Carp Zoom;Бойлы pop-up
;            CZ Pop Ups, Banana-Hemp, 100g 16мм. (банан-конопляное семя);22,000;CZ0277;2,07 EUR;3,312;Carp Zoom;Бойлы pop-up
;            CZ Pop Ups, GLM, 100g 16мм. (зелено губая ракушка,мидия);36,000;CZ0246;2,07 EUR;3,312;Carp Zoom;Бойлы pop-up
;            CZ Pop Ups, Honey, 100g 16мм. (мед);;CZ0253;2,07 EUR;3,312;Carp Zoom;Бойлы pop-up
;            CZ Pop Ups, Hot Spicy, 100g 16мм. (острые специи);26,000;CZ0314;2,07 EUR;3,312;Carp Zoom;Бойлы pop-up
;            CZ Pop Ups, Monster Crab, 100g 16мм. (гигантский краб);28,000;CZ0291;2,07 EUR;3,312;Carp Zoom;Бойлы pop-up
;            CZ Pop Ups, Pineapple-Squid, 100g 16мм. (ананас-кальмар);39,000;CZ0307;2,07 EUR;3,312;Carp Zoom;Бойлы pop-up
;            CZ Pop Ups, Scopex-Tigernuts, 100g  16мм. (скопекс-тигровый орех);12,000;CZ0284;2,07 EUR;3,312;Carp Zoom;Бойлы pop-up
