Лески;Bull-Dog Carp Line 1000m. 0.25mm. PT  8.80kg  (Леска.темно-зеленая);6.000;CZ3483;4.17
Лески;Bull-Dog Carp Line 1000м. 0.28mm. PT 10.75kg (Леска.темно-зеленая);12.000;CZ2967;4.17
Лески;Bull-Dog Carp Line 1000м. 0.31mm. PT 12.65kg (Леска.темно-зеленая);4.000;CZ2974;4.17
