Услуги<(00002)>;;;;
    01. Catfish Jumbo Pellet (Пеллетс для сома)<(01472)>;;;;
        Duo Hook Boilies, 16 mm, 110g, hot spice-garlic  (двухцветные бойлы, острые специи-чеснок);;CZ5310;1,93 EUR;шт
        Duo Hook Boilies, 16 mm, 110g, pineapple-squid  (двухцветные бойлы, ананас-кальмар);;CZ5297;1,93 EUR;шт
        Duo Hook Boilies, 16 mm, 110g, plum-octopus (двухцветные бойлы, слива-осьминог,кальмар);;CZ5280;1,93 EUR;шт
        Duo Hook Boilies, 16 mm, 110g, strawberry-fish (двухцветные бойлы, клубника-рыба);;CZ5266;1,93 EUR;шт
        Duo Hook Boilies, 16 mm, 110g,choco-vanilla (двухцветные бойлы, шоколад-ваниль);;CZ5273;1,93 EUR;шт
        EASY ALU Armchair (Стульчик с подлокотниками,облегченное, размер: 58x50x44/84см);;CZ6927;29,25 EUR;шт
        Extreme Sleeping Bag (Спальник экстримальных условий,по бокам молнии, оснащен специальной лентой для крепления к кровати, размер: 210x84см);;CZ7955;35,93 EUR;шт
        FANATIC 1 Bivvy - (Карповая палатка, размер: 250x215x135см) 5000мм(водная шкала),вес палатки 9 кг,удобное размещение для 2-х рыбаков,варьируемый вход, сетка против комаров);;CZ6903;119,85 EUR;шт
        FANATIC 2 Bivvy -  (Карповая палатка, размер: 305x275x165см) 8000мм(водная шкала),вес палатки 14,5 кг,удобное размещение для 3-х рыбаков,варьируемый вход, сетка против комаров);;CZ7658;208,50 EUR;шт
        FANATIC 2 Winterskin - (Зимнее покрытие для палатки FANATIC 2 Bivvy),обеспечивает защиту от ветра и сохраняет тепло, что делает более эффективным обогрев палатки);;CZ7665;67,43 EUR;шт
        FANATIC 4 Bivvy - (Карповая палатка, размер: 420x370x190см) 10000мм(водная шкала),вес палатки 18,5 кг,удобное размещение для 4-х рыбаков,варьируемый вход, сетка против комаров);;CZ4795;220,00 EUR;шт
        FANATIC 4 Winterskin - (Зимнее покрытие для палатки FANATIC 4  Bivvy,обеспечивает защиту от ветра и сохраняет тепло, что делает более эффективным обогрев палатки);;CZ4801;74,85 EUR;шт
        Fire Shot Hook Baits Halibut Pellet pre-drilled 12mm 120g (пеллетс перфорированый насадочный);16,000;CZ8214;0,79 EUR;шт
        Fire Shot Hook Baits Halibut Pellet pre-drilled 16mm 120g (пеллетс перфорированый насадочный);;CZ8221;0,79 EUR;шт
        Flavoured pellets, 800 g green-tuna 6mm (зеленый-тунец);;CZ5862;2,80 EUR;шт
        Flavoured pellets, 800 g red-strawberry 6mm (красный-клубника);;CZ5848;2,80 EUR;шт
        Flavoured pellets, 800 g yellow-scopex 6mm (жолтый-скопекс);;CZ5855;2,80 EUR;шт
        Fluorocarbon stiff rig 2 (17 cm, 20lb, 2pcs)  (ФЛЮОРОКАРБ. ПОВОДОК);;CZ1410;1,88 EUR;шт
        Fluorocarbon stiff rig 4 (17 cm, 20lb, 2pcs)  (ФЛЮОРОКАРБ. ПОВОДОК);;CZ1427;1,88 EUR;шт
        Fluorocarbon stiff rig 6 (17 cm, 20lb, 2pcs)  (ФЛЮОРОКАРБ. ПОВОДОК);;CZ1434;1,88 EUR;шт
        Foldable Carp Cradle with Zipper;;CZ7857;32,93 EUR;шт
        Full Comfort Boilie Chair (Широкое кресло - полный Комфорт с регулируемыми ножками и наклоном спинки, размер:  60x64x32/107см);;CZ0697;44,25 EUR;шт
        Hooklink Black & Gr,25lb,20м (Поводочный материал-черно- зеленый);;CZ1526;2,48 EUR;шт
        Light Stick, 3,0x25mm  (СВЕТЯЩИЙСЯ ПАТРОН 3шт/уп, В КОРОБКЕ 50уп.);;CZ2721;0,25 EUR;шт
        Light Stick, 4,5x39mm    (СВЕТЯЩИЙСЯ ПАТРОН 3шт/уп, В КОРОБКЕ 30уп.);;CZ2714;0,25 EUR;шт
        Line-aligner rig №2 (Бойловый поводок с покрытием и противозакручивателем с японскими крючками,19,5 см,2 шт);;CZ1359;2,18 EUR;шт
        Maggot box black 1 liter  (КОРОБКА ДЛЯ НАЖИВОК (ПРИМАНОК);;CZ1076;1,34 EUR;шт
        Marker stick light  (СВЕТЯЩАЯ ГОЛОВКА ДЛЯ ОТМЕЧАЮЩЕГО СИГНАЛЬНАЯ БУЙКА);;CZ2691;8,03 EUR;шт
        MultiZoom Telecast rod, 300cm, 60-120g (Телескопическое удилище);;CZ1930;9,98 EUR;шт
        MultiZoom Telecast rod, 330cm, 60-120g (Телескопическое удилище);;CZ1947;10,80 EUR;шт
        MultiZoom Telecast rod, 360cm, 60-120g (Телескопическое удилище);;CZ1954;12,23 EUR;шт
        MultiZoomTelefeeder rod, 360cm, 30-80g (Телескопическое фидерное удилище);;CZ1657;13,73 EUR;шт
        Pole rig Carp 1, 1,0g (Поплавочная снасть);9,000;CZ2745;0,74 EUR;шт
        Pole rig Carp 1, 1,5g (Поплавочная снасть);;CZ2752;0,74 EUR;шт
        Pole rig Carp 1, 2,0g (Поплавочная снасть);;CZ2769;0,74 EUR;шт
        Pole rig Carp 2, 1,0g (Поплавочная снасть);;CZ2776;0,74 EUR;шт
        Pole rig Carp 2, 1,5g (Поплавочная снасть);;CZ2783;0,74 EUR;шт
        Pole rig Carp 2, 2,0g (Поплавочная снасть);;CZ2790;0,74 EUR;шт
        Pole rig Carp 3, 1,0g (Поплавочная снасть);;CZ2806;0,74 EUR;шт
        Pole rig Carp 3, 1,5g (Поплавочная снасть);;CZ2813;0,74 EUR;шт
        Pole rig Carp 3, 2,0g (Поплавочная снасть);;CZ2820;0,74 EUR;шт
        Pole rig Chop, 2,0g   (Поплавочная снасть);;CZ2851;0,74 EUR;шт
        Pop-up boilie rig №6, 25lb (Бойловый поводок с японскими крючками,19 см,2 шт);;CZ1403;1,88 EUR;шт
        Powder Dip, Honey-Tigernuts e85 g   (мед-тигровый орех);;CZ7804;3,19 EUR;шт
        Predator-Z Catfish Mono-Line, 100m, 0,70mm, PT 39,17kg;;CZ4764;2,84 EUR;шт
        Predator-Z Catfish Mono-Line, 100m, 0,80mm, PT 49,00kg;;CZ4771;2,99 EUR;шт
        Predator-Z PWR-X Fish Grip (22cm) (Захватыватель рыбы);;CZ3217;11,93 EUR;шт
        PVA Tube 65mmx1m (ПВА Рукав 65мм);;CZ8962;2,00 EUR;шт
        Red Halibut Pellets 16 mm, 10 kg   (красный палтусовый пеллетс);;CZ8146;25,44 EUR;шт
        Red Halibut Pellets 20 mm, 10 kg   (красный палтусовый пеллетс);;CZ7989;25,44 EUR;шт
        Shrink tube ? 1,6/1,8 mm (15шт) Dark Brown  (Термоусадочная трубка - коричневые);;CZ2158;0,44 EUR;шт
        Skin line stripper  (Очиститель шнура);;CZ1182;1,43 EUR;шт
        Sling Unhooking Mat with zip (Карповый мат для взвешивания на молнии, размер:134x82x34см.);;CZ0901;23,93 EUR;шт
        Special Additives, CSL (corn steep liquor), 200 ml (кукурузные рыльца);;CZ5503;2,32 EUR;шт
        Special Additives, tigernut oil, 200 ml (масло тигрового ореха);;CZ5497;3,19 EUR;шт
        Special Additives, water insect, 200 ml (водяные насекомые);;CZ6340;3,19 EUR;шт
        Standard Sleeping Bag  (Классический комфортный мягкий спальный мешок, оснащенный с двух сторон молнией. Со стороны головы оснащен капюшоном, размер: 190x75см);;CZ7610;14,18 EUR;шт
        Strawberry Halibut Hook Pellets, 12 mm, 150g (клубника-палтус, пеллетс насадочный- перфорированный);;CZ7842;1,25 EUR;шт
        Strawberry Halibut Hook Pellets, 16 mm, 150g (клубника-палтус, пеллетс насадочный- перфорированный);;CZ7859;1,25 EUR;шт
        Tank LC 10000 reel LONG CAST  ( 0,25mm-540m / 0,30mm-420m / 0,40mm-330m),4,1:1, (4+1-BB) (Катушка для дальних забросов,запасная алюминиевая шпуля,профессиональная карповая катушка Long Cast,антиреверс);;CZ2128;44,93 EUR;шт
        Tel. alu bank stick 120-210см (Телескопическая подставка -усилена);;CZ0949;6,98 EUR;шт
        Tel. alu bank stick 60-100см (Телескопическая подставка -усилена);;CZ0925;4,43 EUR;шт
        Tel. alu bank stick 90-160см (Телескопическая подставка -усилена);;CZ0932;5,93 EUR;шт
        Telescopic marker stick 4m (ТЕЛЕСКОПИЧЕСКИЙ ОБОЗНАЧАЮЩИЙ БУЙ-МАРКЕР);;CZ0833;19,43 EUR;шт
        TigerZoom Carp rod, 360cm, 70-140g (Карповое удилище);;CZ1787;26,25 EUR;шт
        TigerZoom Feeder rod, 360cm, 70-130g (Фидерное удилище,запасные кончики - 3 шт);;CZ1688;23,63 EUR;шт
        TigerZoom Feeder rod, 390cm, 80-150g (Фидерное удилище,запасные кончики - 3 шт);;CZ1695;25,88 EUR;шт
        Trout Attac, 50g, Rainbow Red (Плавающее тесто на Форель-Радуга);;100532;2,39 EUR;шт
        Turbo seed, wheat, 500 g (пшеница);;CZ5763;0,95 EUR;шт
        WolfZoom Carp rod, 360cm, 70-140g (Карповое удилище);;CZ1763;23,48 EUR;шт
        WolfZoom Feeder rod, 360cm, 70-120g  (фидерное удилище,запасные кончики - 2 шт);;CZ1664;15,98 EUR;шт
        WolfZoom Feeder rod, 390cm, 70-120g  (Фидерное удилище,запасные кончики - 2 шт);;CZ1671;17,78 EUR;шт
        XXL Carpsack (Карповый мешок, размер: 150x100см.);;CZ0987;5,78 EUR;шт
        Термобелье XXL;;XXL;29,00 EUR;шт
Товары<(00001)>;;;;
    6. PONDZOOM;;;;
        ColourPearl Корм для прудовых рыб  6,00 mm 0,36 kg;;PZ3445;2,64 EUR;шт
        Koi VitaPearl Корм для прудовых рыб  6,00 mm 0,36 kg;;PZ3476;3,60 EUR;шт
        KoiPearl Корм для прудовых рыб  6,00 mm 0,36 kg;;PZ3452;2,39 EUR;шт
        KoiPearl Корм для прудовых рыб  6,00 mm 3,80 kg;;PZ3469;15,92 EUR;шт
        PondFlakes Хлопья для прудовых рыб  0,07 kg;;PZ3414;1,59 EUR;шт
        PondFlakes Хлопья для прудовых рыб  0,88 kg;;PZ3421;9,52 EUR;шт
        PondSticks Корм для прудовых рыб 4,00 mm 0,095 kg;;PZ3377;1,59 EUR;шт
        PondSticks Корм для прудовых рыб 4,00 mm 1,00 kg;;PZ3384;9,52 EUR;шт
        PowerPearl Корм для прудовых рыб   6,00 mm 0,40 kg;;PZ3438;2,39 EUR;шт
        VitaSticks Корм для прудовых рыб 4,00 mm 0,115 kg;;PZ3391;1,76 EUR;шт
        VitaSticks Корм для прудовых рыб 4,00 mm 1,20 kg;;PZ3407;10,40 EUR;шт
        VitaSticks Корм для прудовых рыб 4,00 mm 2,00 kg;;PZ5815;15,84 EUR;шт
    1. BAITS;;;;
        01. Sweet Angler's Maize (кукуруза в банке с ликвидом) (Catalogue p. 2);;;;
            Sweet Angler's Maize, 220ml (125g) anise (анисовая);119,000;CZ4469;0,99 EUR;шт
            Sweet Angler's Maize, 220ml (125g) brandy (бренди);;CZ5869;0,99 EUR;шт
            Sweet Angler's Maize, 220ml (125g) honey (медовая);87,000;CZ1376;0,99 EUR;шт
            Sweet Angler's Maize, 220ml (125g) natural (натуральная);42,000;CZ1338;0,99 EUR;шт
            Sweet Angler's Maize, 220ml (125g) plum (слива);19,000;CZ7156;0,99 EUR;шт
            Sweet Angler's Maize, 220ml (125g) strawberry (клубничная);;CZ7149;0,99 EUR;шт
            Sweet Angler's Maize, 220ml (125g) tutti frutti (фруктовая смесь);89,000;CZ9362;0,99 EUR;шт
            Sweet Angler's Maize, 220ml (125g) vanilla (ванильная);17,000;CZ1352;0,99 EUR;шт
        02. Premium Maize (кукуруза премиум класса) (Catalogue p. 2);;;;
            Premium Maize, 220 ml (125g) garlic (чеснок);19,000;CZ7163;1,57 EUR;шт
            Premium Maize, 220 ml (125g) honey (медовая);;CZ1291;1,57 EUR;шт
            Premium Maize, 220 ml (125g) liver (печень);88,000;CZ3491;1,57 EUR;шт
            Premium Maize, 220 ml (125g) mosquito larva (личинки комаров);101,000;CZ3851;1,57 EUR;шт
            Premium Maize, 220 ml (125g) mussel (мидии);1 127,000;CZ1314;0,99 EUR;шт
            Premium Maize, 220 ml (125g) salty corn (соленая кукуруза);54,000;CZ3521;1,57 EUR;шт
            Premium Maize, 220 ml (125g) scopex (скопекс);;CZ3844;1,57 EUR;шт
            Premium Maize, 220 ml (125g) spicy sausage (острая колбаса);60,000;CZ3514;1,57 EUR;шт
            Premium Maize, 220 ml (125g) strawberry (клубничная);;CZ1277;1,57 EUR;шт
            Premium Maize, 220 ml (125g) vanilla (ванильная);;CZ9379;1,57 EUR;шт
        03. XXL Corn (кукуруза экстра размера - XXL) (Catalogue p. 2);;;;
            XXL Corn, 220 ml (125g) honey (медовая);33,000;CZ2342;1,57 EUR;шт
            XXL Corn, 220 ml (125g) mussel (мидии);;CZ9386;1,57 EUR;шт
            XXL Corn, 220 ml (125g) strawberry (клубничная);36,000;CZ2359;1,57 EUR;шт
            XXL Corn, 220 ml (125g) vanilla (ванильная);32,000;CZ2335;1,57 EUR;шт
        04. Tigernuts & Lupin (тигровый орех и люпин) (Catalogue p. 3);;;;
            Lupin, 220 ml (125g) (люпин);95,000;CZ7934;1,59 EUR;шт
            Tigernuts, 220 ml (125g) (тигровый орех);74,000;CZ7170;1,59 EUR;шт
            Tigernuts, 220 ml (125g), chili (тигровый орех-чили перец);103,000;CZ3583;1,59 EUR;шт
            Tigernuts, 220 ml (125g), pineapple (тигровый орех-ананас);73,000;CZ3545;1,59 EUR;шт
        05. Hard&Dry Tigernuts (сухой тигровый орех) (Catalogue p. 3);;;;
            Hard&Dry Tigernuts, 10kg;15,000;CZ9561;30,00 EUR;шт
            Hard&Dry Tigernuts, 2,5kg (тигровый орех);8,000;CZ1501;8,40 EUR;шт
        06. Turbo seed (распаренные семена) (Catalogue p. 4);;;;
            Turbo seed 3X Mix, corn+wheat+hemp, 500 g  (кукуруза+пшеница+конопля);140,000;CZ5770;1,09 EUR;шт
            Turbo seed 5X Mix, corn+wheat+hemp+tigernut+mammoth maize, 500 g (кукуруза+пшеница+конопля+тигровый орех+огромная кукуруза);3,000;CZ7255;1,59 EUR;шт
            Turbo seed, corn - natural, 500 g (кукуруза – натуральный вкус);;CZ5756;0,95 EUR;шт
            Turbo seed, corn - strawberry red, 500 g (кукуруза – вкус клубники);19,000;CZ7262;1,52 EUR;шт
            Turbo seed, corn - yellow honey, 500 g  (кукуруза – вкус меда);67,000;CZ7279;1,52 EUR;шт
            Turbo seed, hemp, 500 g (семя конопли);;CZ7231;2,00 EUR;шт
            Turbo seed, tigernuts, 500 g (тигровый орех);52,000;CZ7248;2,39 EUR;шт
        07. Special Additives (добавки высокой концентрации к прикормкам и для изготовления бойлов) (Catalog;;;;
            CZ Special Additive, Robin Red® Mix, 250g (острые специи - красный);63,000;CZ5937;2,92 EUR;шт
            Special Additive, Betaine, 250g (бетаин);58,000;CZ3056;1,36 EUR;шт
            Special Additive, Black Halibut Crush, 250g (черный палтус молотый);25,000;CZ3063;1,20 EUR;шт
            Special Additive, Groundbait Glue, 250g (клей для прикормки);55,000;CZ3094;1,27 EUR;шт
            Special Additive, Maggot Glue, 250g (клей для личинок);56,000;CZ3100;1,59 EUR;шт
            Special Additive, Red Halibut Crush, 250g   (красный палтус молотый);21,000;CZ3070;1,27 EUR;шт
            Special Additive, Spirulina Algae, 250g  (спирулина);52,000;CZ3087;2,00 EUR;шт
        08. Fish Meal, Hemp Meal, TTX & PV1 & Crumbs (добавки к прикормкам) (Catalogue p. 5);;;;
            Crumbs groundbait additive, 800 g (английская крошка);19,000;CZ3134;2,39 EUR;шт
            Bait Additives, Fish Meal, 1kg (рыбная добавка);;CZ2218;2,70 EUR;шт
            Bait Additives, Hemp Meal, 1kg (конопляная добавка);13,000;CZ2225;2,70 EUR;шт
            PV1 groundbait additive, 1 kg  (клей для прикормки);47,000;CZ8139;1,59 EUR;шт
            TTX groundbait additive, 800 g (кукурузный тортик);33,000;CZ8122;1,59 EUR;шт
        09. Carp Fiesta 1kg (прикормка) (Catalogue p. 6-7);;;;
            Carp Fiesta, Black Carp - Cold Water, 1 kg (для холодной воды);29,000;CZ8600;1,26 EUR;шт
            Carp Fiesta, Carp Mix, 1 kg (шоколад-печенье);;CZ3196;1,26 EUR;шт
            Carp Fiesta, Carp Special, 1 kg (лимон-печенье);;CZ3202;1,26 EUR;шт
            Carp Fiesta, Feeder Carp, 1 kg (фидер);25,000;CZ3219;1,26 EUR;шт
            Carp Fiesta, Fish Mix, 1 kg (рыбная смесь);30,000;CZ3613;1,26 EUR;шт
            Carp Fiesta, Honey, 1 kg  (мед);29,000;CZ7187;1,26 EUR;шт
            Carp Fiesta, Mussel, 1 kg (мидии);399,000;CZ3226;0,97 EUR;шт
            Carp Fiesta, Spice Mix, 1 kg (смесь специй);;CZ3606;1,26 EUR;шт
            Carp Fiesta, Strawberry, 1 kg (клубника);29,000;CZ3233;1,26 EUR;шт
            Carp Fiesta, Vanilla, 1 kg (ваниль);;CZ3620;1,26 EUR;шт
            Carp Fiesta, XXL Carp Red (strawberry), 1 kg  (клубника, крупнозернистая);10,000;CZ8587;1,26 EUR;шт
            Carp Fiesta, XXL Carp Yellow (honey), 1 kg (мед, крупнозернистая);20,000;CZ8594;1,26 EUR;шт
        10. Carp Fiesta 3kg (прикормка) (Catalogue p. 6-7);;;;
            Carp Fiesta, Carp Mix, 3 kg (шоколад-печенье);87,000;CZ3240;3,01 EUR;шт
            Carp Fiesta, Carp Special, 3 kg (лимон-печенье);20,000;CZ3257;3,01 EUR;шт
            Carp Fiesta, Feeder Carp, 3 kg (фидер);;CZ3264;3,01 EUR;шт
            Carp Fiesta, Fish Mix, 3 kg (рыбная смесь);4,000;CZ3804;3,01 EUR;шт
            Carp Fiesta, Honey, 3 kg  (мед);269,000;CZ7194;3,01 EUR;шт
            Carp Fiesta, Spice Mix, 3 kg (смесь специй);21,000;CZ3651;3,01 EUR;шт
            Carp Fiesta, Strawberry, 3 kg (клубника);156,000;CZ3288;3,01 EUR;шт
            Carp Fiesta, Vanilla, 3 kg (ваниль);12,000;CZ3811;3,01 EUR;шт
            Carp Fiesta, XXL Carp Red (strawberry), 3 kg  (клубника, крупнозернистая);;CZ8617;3,01 EUR;шт
            Carp Fiesta, XXL Carp Yellow (honey), 3 kg (мед, крупнозернистая);;CZ8624;3,01 EUR;шт
        11. Carp Fiesta 10kg (прикормка) (Catalogue p. 6-7);;;;
            Carp Fiesta , Carp Mix, 10 kg (шоколад-печенье);;CZ7306;9,57 EUR;шт
            Carp Fiesta , Carp Special, 10 kg (лимон-печенье);;CZ7313;9,57 EUR;шт
            Carp Fiesta , Feeder Carp, 10 kg (фидер);;CZ7276;9,57 EUR;шт
            Carp Fiesta , Honey, 10 kg  (мед);;CZ7344;9,57 EUR;шт
            Carp Fiesta , Strawberry, 10 kg (клубника);;CZ7337;9,57 EUR;шт
            Carp Fiesta , XXL Carp Red (Strawberry),10 kg (клубника,крупнозернистая);;CZ7283;9,57 EUR;шт
            Carp Fiesta , XXL Carp Yellow (Honey), 10 kg (мед,крупнозернистая);;CZ7290;9,57 EUR;шт
            Carp Fiesta, Fish Mix, 10 kg (рыбная смесь);;CZ4351;9,57 EUR;шт
            Carp Fiesta, Spice Mix, 10 kg (смесь специй);;CZ4344;9,57 EUR;шт
            Carp Fiesta, Vanilla, 10 kg (ваниль);;CZ4368;9,57 EUR;шт
        12. Big Catch Groundbaits (прикормка);;;;
            Big Catch Groundbaits, Big Carp-Yellow, 1 kg (для  карпов, желтая);;CZ8115;1,43 EUR;шт
            Big Catch Groundbaits, Bream, 1 kg (лещ);;CZ3189;1,43 EUR;шт
            Big Catch Groundbaits, Coco-Vanilla, 1 kg (кокос-ваниль);;CZ7200;1,43 EUR;шт
            Big Catch Groundbaits, Match, 1 kg (Матч);;CZ3141;1,43 EUR;шт
            Big Catch Groundbaits, Roach, 1 kg (плотва, красноперка);;CZ3165;1,12 EUR;шт
        13. Super Sweet Groundbaits (прикормка) (Catalogue p. 8);;;;
            Super Sweet groundbait, 1kg, sweet fish (сладкая рыба);43,000;CZ9844;1,36 EUR;шт
            Super Sweet groundbait, 1kg, sweet honey (сладкий мед);33,000;CZ9851;1,36 EUR;шт
            Super Sweet groundbait, 1kg, sweet punch;44,000;CZ9875;1,36 EUR;шт
            Super Sweet groundbait, 1kg, sweet strawberry (сладкая клубника);33,000;CZ9837;1,36 EUR;шт
            Super Sweet groundbait, 1kg, sweet vanilla (сладкая ваниль);44,000;CZ9868;1,36 EUR;шт
        14. Fish Magnet (прикормка – магнит для рыб) (Catalogue p. 9);;;;
            CZ Fish Magnet, Cream, 1kg (кремовая,сливки);16,000;CZ5906;1,64 EUR;шт
            CZ Fish Magnet, Green, 1kg  (зеленая);87,000;CZ5920;1,44 EUR;шт
            CZ Fish Magnet, Red, 1kg  (красная);187,000;CZ5913;1,54 EUR;шт
        15. Carp Fanatic - All inclusive - groundbaits (прикормка с пеллетсом 2мм) (Catalogue p. 10);;;;
            Carp Fanatic  - All inclusive - Fire carp, 1kg  (со специями);;CZ5800;1,59 EUR;шт
            Carp Fanatic - All inclusive - Atomic carp, 1kg (скопекс);12,000;CZ5794;1,59 EUR;шт
            Carp Fanatic - All inclusive - Atomic carp, 3kg  (скопекс);;CZ5824;3,83 EUR;шт
            Carp Fanatic - All inclusive - Capital carp, 1kg (медовый);26,000;CZ5787;1,59 EUR;шт
            Carp Fanatic - All inclusive - Capital carp, 3kg (медовый);;CZ5817;3,83 EUR;шт
            Carp Fanatic - All inclusive - Fire carp, 3kg (со специями);24,000;CZ5831;3,83 EUR;шт
        16. Feeder Zoom (фидерная прикормка) (Catalogue p. 11);;;;
            Feeder Zoom, betaine-fish-GLM, 1 kg (бетаин-рыба-зеленые мидии - зеленый);28,000;CZ8884;1,59 EUR;шт
            Feeder Zoom, chili-pepper-garlic 1 kg (острый перец-чеснок);;CZ4313;1,59 EUR;шт
            Feeder Zoom, strawberry-fish-robin red, 1 kg (клубника-рыба-перцевые специи-красная);;CZ8860;1,59 EUR;шт
            Feeder Zoom, tigernut-fish-halibut, 1 kg  (тигровый орех-рыба-палтус-коричневый);13,000;CZ8877;1,59 EUR;шт
        17. Method Feeder Groundbaits (методная прикормка) (Catalogue p. 12);;;;
            Method Feeder groundbait, 1kg, fish-halibut  (рыба-палтус);72,000;CZ9912;1,76 EUR;шт
            Method Feeder groundbait, 1kg, strawberry-fish (клубника-рыба);43,000;CZ9882;1,76 EUR;шт
            Method Feeder groundbait, 1kg, sweet spicy carp (сладкие специи);39,000;CZ9899;1,76 EUR;шт
            Method Feeder groundbait, 1kg, tigernut-chococaramel (тигровый орех-шоколад);;CZ9905;1,76 EUR;шт
        18. Method Feeder Pellets (метод-фидер пеллетс) (Catalogue p. 12);;;;
            Method Feeder Pellets, 3mm, 120g, red strawberry (красная, клубника);32,000;CZ9684;0,95 EUR;шт
            Method Feeder Pellets, 3mm, 120g, yellow honey (желтый, мед);34,000;CZ9417;0,95 EUR;шт
        19. Competition Zoom Groundbaits (прикормка премиум класса) (Catalogue p. 13);;;;
            Competition Zoom groundbait, 1kg, big bream (лещ);14,000;CZ9936;2,32 EUR;шт
            Competition Zoom groundbait, 1kg, big roach (плотва);27,000;CZ9943;2,32 EUR;шт
            Competition Zoom groundbait, 1kg, etang;30,000;CZ9929;2,32 EUR;шт
            Competition Zoom groundbait, 1kg, super carp (карп);40,000;CZ9967;2,32 EUR;шт
            Competition Zoom groundbait, 1kg, super feeder (фидер);28,000;CZ9950;2,32 EUR;шт
            Competition Zoom groundbait, 1kg, super fish (рыба);36,000;CZ9974;2,32 EUR;шт
        20. MultiFish Groundbaits (прикормка) (Catalogue p. 14);;;;
            Multi Fish Groundbait, 1kg, Allround;;CZ9677;0,95 EUR;шт
            Multi Fish Groundbait, 1kg, Bream (Лещ);;CZ6941;0,95 EUR;шт
            Multi Fish Groundbait, 1kg, Carp (Карп);;CZ6934;0,95 EUR;шт
            Multi Fish Groundbait, 1kg, River (Проточная вода, для реки);55,000;CZ6965;0,95 EUR;шт
            Multi Fish Groundbait, 1kg, Roach (Плотва);13,000;CZ6958;0,95 EUR;шт
        21. LA SIR?NE X21 (французская прикормка) (Catalogue p. 170);;;;
            La Sir?ne X21 Groundbait Jaune, 850 kg  - желтая (Французская прикормка для спортсменов,концентрированная,рецепт не менялся с 1946 года);;RI110009;2,55 EUR;шт
            La Sir?ne X21 Groundbait Rouge, 850g -красная (Французская прикормка для спортсменов,концентрированная,рецепт не менялся с 1946 года);22,000;RI110005;1,99 EUR;шт
            La Sir?ne X21 Groundbait, 2,5 kg (Французская прикормка для спортсменов,концентрированная,рецепт не менялся с 1946 года);;RI110003;5,59 EUR;шт
            La Sir?ne X21 Groundbait, 850g (Французская прикормка для спортсменов,концентрированная,рецепт не менялся с 1946 года);;RI110001;2,39 EUR;шт
        22. Sweet Baby Corn Pellets (пеллетсы из молодой кукурузы) (Catalogue p. 16);;;;
            Sweet Baby Corn Pellets, 2500 g (пеллетс из молодой кукурузы);6,000;CZ8532;3,51 EUR;шт
            Sweet Baby Corn Pellets, 800g  (пеллетс из молодой кукурузы);53,000;CZ7873;1,36 EUR;шт
            Sweet Baby Corn Pellets, strawberry, 800 g  (пеллетс из молодой кукурузы-клубничная);;CZ1459;1,52 EUR;шт
        23. MultiFish Pellets (ароматизированный пеллетс) (Catalogue p. 16);;;;
            Multifish Pellets, 6mm, 1kg, fish (пеллетс со вкусом рыбы);22,000;CZ1778;1,20 EUR;шт
            Multifish Pellets, 6mm, 1kg, honey (пеллетс со вкусом меда);3,000;CZ1761;1,20 EUR;шт
            Multifish Pellets, 6mm, 1kg, strawberry (пеллетс со вкусом клубники);10,000;CZ1754;1,20 EUR;шт
        24. Carp Pellets (прикормочный пеллетс) (Catalogue p. 17);;;;
            Carp Pellets, 800 g 10 mm (кормовой пеллетс для карпов);20,000;CZ3608;2,23 EUR;шт
            Carp Pellets, 800 g 3 mm   (кормовой пеллетс для карпов);22,000;CZ7286;2,23 EUR;шт
            Carp Pellets, 800 g 6 mm   (кормовой пеллетс для карпов);27,000;CZ3585;2,23 EUR;шт
        25. Flavoured Pellets (ароматизированный пеллетс) (Catalogue p. 17);;;;
            CZ Flavoured Pellets, 6mm, 800g, red strawberry (пеллетс красный-клубника);15,000;CZ1525;2,69 EUR;шт
            CZ Flavoured Pellets, 6mm, 800g, yellow pineapple (пеллетс желтый-ананас);15,000;CZ1532;2,69 EUR;шт
        26. Red Halibut Pellets (красный палтусовый пеллетс);;;;
            Red Halibut Pellets 10 mm, 800 g  (красный палтусовый пеллетс);218,000;CZ7958;2,25 EUR;шт
            Red Halibut Pellets 16 mm, 800 g   (красный палтусовый пеллетс);;CZ7965;2,55 EUR;шт
            Red Halibut Pellets 20 mm, 800 g   (красный палтусовый пеллетс);1 086,000;CZ7972;2,16 EUR;шт
        27. Feeding Halibut Pellet (without hole) (кормовой палтусовый пеллетс) (Catalogue p. 18);;;;
            Feeding Halibut Pellet 10 mm 800 g  (прикормочный пеллетс палтусовый );;CZ8009;2,16 EUR;шт
            Feeding Halibut Pellet 16 mm 10 kg  (прикормочный пеллетс палтусовый );;CZ5879;22,48 EUR;шт
            Feeding Halibut Pellet 16mm 800 g   (прикормочный пеллетс палтусовый );24,000;CZ8016;2,16 EUR;шт
            Feeding Halibut Pellet 20 mm 10 kg  (прикормочный пеллетс палтусовый );;CZ5886;22,48 EUR;шт
            Feeding Halibut Pellet 20 mm 800 g  (прикормочный пеллетс палтусовый );25,000;CZ8023;2,16 EUR;шт
            Feeding Halibut Pellet, 2 mm 800 g   (прикормочный пеллетс палтусовый );;CZ5951;2,16 EUR;шт
            Feeding Halibut Pellet, 3 mm 800 g   (прикормочный пеллетс палтусовый );;CZ7996;2,16 EUR;шт
