кат;назва;наявність;код;опт;роздріб
Обвес;            CZ Bowl with arm (Крепление для кресла ""чаша для прикормки"")";7,000;CZ3637;7,65 EUR;321,3
Обвес;            CZ Feeder rod holder arm (Держатель для фидерных удилищ);1,000;CZ3644;13,88 EUR;582,96
Обвес;            CZ Keepnet arm (Держательдля подсака и садка, крепящийся к стулу);;CZ2005;6,90 EUR;289,8
Обвес;            CZ Side tray cover with zipper (for CZ2029) (Чехол для латка);1,000;CZ3095;2,99 EUR;125,58
Обвес;            CZ Side Tray with 3 Bait Boxes (Коробочки);16,000;CZ2707;9,98 EUR;419,16
Обвес;            CZ Side tray with bowl (Прикрепляющийся к креслу поднос (латок) и емкость для приманки);2,000;CZ2029;22,43 EUR;942,06
Обвес;            CZ Umbrella arm (Держатель для зонта, крепящийся к стулу);6,000;CZ2012;8,25 EUR;346,5
Обвес;            Feeder Competition Side Tray;1,000;CZ8359;34,43 EUR;1446,06
