Воблеры;13619;Воблер FLAGMAN H-minnow 80мм 10г 0-1.5m F колір G1;;;;1;2000015046015;2.58;;95
Воблеры;13620;Воблер FLAGMAN RAPTOR 100VS WH003 47g VS;;;;2;2000016376012;3.5;;129
Воблеры;13621;Воблер FLAGMAN RAPTOR 100VS WH013 47g VS;;;;1;2000016377019;3.5;;129
Воблеры;13622;Воблер FLAGMAN RAPTOR 100VS WH028 47g VS;;;;2;2000016379013;3.5;;129
Воблеры;13623;Воблер FLAGMAN RAPTOR 100VS WH021 47g VS;;;;3;2000016378016;3.5;;129
Воблеры;13624;Воблер FLAGMAN B-PIKE 120F M39 20g 0-1.5m F;;;;2;2000016317015;3.15;;116
Воблеры;13625;Воблер FLAGMAN B-PIKE 120F M48 20g 0-1.5m F;;;;1;2000016318012;3.15;;116
Воблеры;13626;Воблер FLAGMAN B-PIKE 120F S56 20g 0-1.5m F;;;;1;2000016322019;3.15;;116
Воблеры;13627;Воблер FLAGMAN FLEXI PERCH 120S 300 31g 0-0.5m S;;;;1;2000016339017;5.05;;186
Воблеры;13628;Воблер FLAGMAN FLEXI PERCH 120S S23 31g 0-0.5m S;;;;1;2000016342017;5.05;;186
Воблеры;13629;Воблер FLAGMAN JERK MINNOW 100F C08 16g 0-1.5m F;;;;1;2000016351019;2.73;;100
Воблеры;13630;Воблер FLAGMAN JERK MINNOW 100F S03 16g 0-1.5m F;;;;1;2000016352016;2.73;;100
Воблеры;13631;Воблер FLAGMAN FUROR MINNOW 80F M32 10g 0-1m F;;;;2;2000016347012;2.63;;97
Воблеры;13632;Воблер Jaxon  HOLO SELECT TINGO 5.0cm KZ 170;;;;3;5900113222229;3.12;;115
Воблеры;13633;Воблер Jaxon  HOLO SELECT TINGO 5.0cm FTR 170;;;;5;5900113277649;3.12;;115
Воблеры;13634;Воблер Jaxon  HOLO SELECT TINGO 5.0cm FOM 170;;;;5;5900113247727;3.12;;115
Воблеры;13635;Воблер Jaxon  HOLO SELECT TINGO 5.0cm FON 170;;;;4;5900113247734;3.12;;115
Воблеры;13636;Воблер Jaxon  HOLO SELECT TINGO 5.0cm FOG 170;;;;4;5900113363083;3.12;;115
Воблеры;13637;Воблер Jaxon  HOLO SELECT TINGO 5.0cm FGFT 170;;;;5;5900113197084;3.12;;115
Воблеры;13638;Воблер Jaxon  HOLO SELECT TINGO 5.0cm FOB 170;;;;5;5900113197091;3.12;;115
Воблеры;13639;Воблер Jaxon  HOLO SELECT TINGO 5.0cm FNL 170;;;;5;5900113350762;3.12;;115
Воблеры;13640;Воблер Jaxon  HOLO SELECT TINGO 5.0cm FSL 170;;;;4;5900113350779;3.12;;115
Воблеры;13641;Воблер Jaxon  HOLO SELECT TINGO 3.0cm FP 170;;;;2;5900113196933;2.9;;107
Воблеры;13642;Воблер Jaxon  HOLO SELECT TINGO 3.0cm FKZ 170;;;;2;5900113222038;2.9;;107
Воблеры;13643;Воблер Jaxon  HOLO SELECT TINGO 3.0cm FOC 170;;;;5;5900113196926;2.9;;107
Воблеры;13644;Воблер Jaxon  HOLO SELECT KARAS (Карась) LIMITED EDITION 5.5cm FRT 179;;;;4;5900113291904;4;;147
Воблеры;13646;Воблер Jaxon  HOLO SELECT KARAS (Карась) LIMITED EDITION 5.5cm FDA 179;;;;1;5900113291867;4;;147
Воблеры;13647;Воблер Jaxon  HOLO SELECT KARAS (Карась) LIMITED EDITION 5.5cm FLA 179;;;;5;5900113291881;4;;147
Воблеры;13648;Воблер Strike Pro Mustang Minnow 35S 1.6гр MG-015(A09);;;;6;4712511889314;3.52;;130
Воблеры;13649;Воблер Strike Pro Mustang Minnow 35S 1.6гр MG-015(A55S);;;;4;4712511889338;3.52;;130
Воблеры;13650;Воблер Strike Pro Mustang Minnow 35S 1.6гр MG-015(327F);;;;5;4712511889253;3.52;;130
Воблеры;13651;Воблер Strike Pro Mustang Minnow 35S 1.6гр MG-015(C30);;;;5;4712511889345;3.52;;130
Воблеры;13652;Воблер Strike Pro Mustang Minnow 35S 1.6гр MG-015(274T);;;;7;4712511889260;3.52;;130
Воблеры;13653;Воблер Strike Pro Mustang Minnow 35S 1.6гр MG-015(266-713);;;;4;4712511889246;3.52;;130
Воблеры;13654;Воблер Strike Pro Mustang Minnow 35S 1.6гр MG-015(610T);;;;4;4711667566261;3.52;;130
Воблеры;13655;Воблер Strike Pro Mustang Minnow 35S 1.6гр MG-015(402);;;;5;4712511889277;3.52;;130
Воблеры;13656;Воблер Strike Pro Mustang Minnow 35S 1.6гр MG-015(A06E);;;;3;4712511889291;3.52;;130
Воблеры;13657;Воблер Strike Pro Mustang Minnow 35S 1.6гр MG-015(A17);;;;5;4712511889321;3.52;;130
Воблеры;13658;Воблер Strike Pro Supersonic joint 50F 6.1гр EG-081AJ(C30)*;;;;2;4712511889109;2.37;;87
Воблеры;13659;Воблер Strike Pro Supersonic joint 50F 6.1гр EG-081AJ(A06E)*;;;;3;4712511889055;2.37;;87
Воблеры;13660;Воблер Strike Pro Supersonic joint 50F 6.1гр EG-081AJ(263)*;;;;2;4712511888997;2.37;;87
Воблеры;13661;Воблер Strike Pro Supersonic joint 50F 6.1гр EG-081AJ(A09)*;;;;2;4712511889079;2.37;;87
Воблеры;13662;Воблер Strike Pro Supersonic joint 50F 6.1гр EG-081AJ(402)*;;;;2;4712511889024;2.37;;87
Воблеры;13663;Воблер Strike Pro Supersonic joint 50F 6.1гр EG-081AJ(274T)*;;;;1;4712511889017;2.37;;87
Воблеры;13664;Воблер Strike Pro Supersonic joint 50F 6.1гр EG-081AJ(A010)*;;;;2;4712511889031;2.37;;87
Воблеры;13665;Воблер Strike Pro Supersonic joint 50F 6.1гр EG-081AJ(A07E)*;;;;2;4712511889062;2.37;;87
Воблеры;13666;Воблер Strike Pro Supersonic joint 50F 6.1гр EG-081AJ(A05)*;;;;2;4712511889048;2.37;;87
Воблеры;13667;Воблер Strike Pro Supersonic joint 50F 6.1гр EG-081AJ(A55S)*;;;;2;4712511889093;2.37;;87
