;            Amur Plasma Dip, 130ml (дип-желле для амуров);37,000;CZ4375;2,32 EUR;3,712;Carp Zoom;Дипы
;            Amur Pop Ups e80 g  (плавающие бойлы для амура);51,000;CZ7927;2,00 EUR;3,2;Carp Zoom;Бойлы pop-up
;            Amur Powder Dip e100g (дип на основе порошка для амуров);21,000;CZ0215;3,19 EUR;5,104;Carp Zoom;Дипы
;            Amur Spice Mix, 250g (смесь специй для амуров);;CZ2455;0,79 EUR;1,264;Carp Zoom;Добавки
;            Amur Spirulina Algae, 250g  (добавка – морские водоросли алгаи для амуров);;CZ2486;1,76 EUR;2,816;Carp Zoom;Добавки
;            Amur XXL Corn, 220ml (125g) (гигантская кукуруза для амуров);20,000;CZ8891;1,59 EUR;2,544;Carp Zoom;Наживка
;            CZ Amur - Grass Carp Artificial Corn, 15pcs (искусственная кукуруза-зеленая);23,000;CZ5944;0,95 EUR;1,52;Carp Zoom;Наживка
;    2. RODS & REELS;;;;;Carp Zoom;
;        01.;;;;;Carp Zoom;
;            CZ Neoprene Rod Band (Неопреновый крепеж,4 шт.);;CZ7788;2,99 EUR;4,485;Carp Zoom;Чехлы для всего
;            CZ Reel Bag (Чехол для катушки, универсальный размер ?22см.);9,000;CZ7009;3,68 EUR;5,52;Carp Zoom;Чехлы для всего
;            CZ Rod Band  (Неопреновый крепеж для удилищ, 2шт.);;CZ6996;1,73 EUR;2,595;Carp Zoom;Чехлы для всего
;            CZ Tip protector (Защитный чехол для телескопических удилищ с кольцами);;CZ3484;2,18 EUR;3,27;Carp Zoom;Чехлы для всего
;            Reel Pouch, 21x10x19cm;8,000;CZ7932;3,74 EUR;5,61;Carp Zoom;Чехлы для всего
;        02. Carp Rods (карповые удилища) (Catalogue p. 56-61);;;;0;Carp Zoom;
;            Bull-dog Carp Rod, 360cm, 3,00lb, 3 sections;3,000;CZ8823;22,02 EUR;33,03;Carp Zoom;Карповые удилища
;            Bull-dog Carp Rod, 390cm, 3,50lb, 3 sections;3,000;CZ8830;25,31 EUR;37,965;Carp Zoom;Карповые удилища
;            Camoupro Carp Rod, 12' 2,75lb, 2 sections (профессиональное карповое удилище,камуфлированное,360cm);;CZ0191;36,92 EUR;55,38;Carp Zoom;Карповые удилища
;            Camoupro Carp Rod, 12' 3,00lb, 2 sections;1,000;CZ8656;39,84 EUR;59,76;Carp Zoom;Карповые удилища
;            Camoupro Carp Rod, 12' 3,00lb, 3 sections;4,000;CZ8663;42,33 EUR;63,495;Carp Zoom;Карповые удилища
;            Camoupro Carp Rod, 13' 3,50lb, 50, 2 sections;4,000;CZ8687;49,67 EUR;74,505;Carp Zoom;Карповые удилища
;            Camoupro Carp Rod, 13' 3,50lb, 3 sections;4,000;CZ8670;45,18 EUR;67,77;Carp Zoom;Карповые удилища
;            Commando Carp Rod, 300cm, 3,00lb, 2 sections;4,000;CZ8793;13,47 EUR;20,205;Carp Zoom;Карповые удилища
;            Commando Carp Rod, 360cm, 3,00lb, 2 sections;3,000;CZ8809;14,90 EUR;22,35;Carp Zoom;Карповые удилища
;            Commando Carp Rod, 390cm, 3,50lb, 2 sections;4,000;CZ8816;18,47 EUR;27,705;Carp Zoom;Карповые удилища
;            CZ Fanatic Plus 50 carp rod 12' (366cm) 3.0lbs (Двухсекционные профессиональные бойловые удилища с кольцом - 50 мм.,SiC-кольцами,186cm - в сложеном виде,5+1-колец, 325g-вес);1,000;CZ1626;54,80 EUR;82,2;Carp Zoom;Карповые удилища
;            CZ Fanatic Plus 50 carp rod 12' (366cm) 3.5lbs (Двухсекционные профессиональные бойловые удилища с кольцом - 50 мм.,SiC-кольцами,186cm - в сложеном виде,5+1-колец, 348g-вес);;CZ1633;56,94 EUR;85,41;Carp Zoom;Карповые удилища
;            CZ Fanatic Plus 50 carp rod 13' (396cm) 3.5lbs (Двухсекционные профессиональные бойловые удилища с кольцом - 50 мм.,SiC-кольцами,202 cm - в сложеном виде,5+1-колец, 422g-вес);;CZ1640;62,49 EUR;93,735;Carp Zoom;Карповые удилища
;            CZ Fanatic Plus carp rod 12' (366cm) 2.75lbs (Двухсекционные профессиональные бойловые удилища,SiC-кольцами,186cm - в сложеном виде,5+1-колец, 305g-вес);40,000;CZ1596;49,82 EUR;74,73;Carp Zoom;Карповые удилища
;            CZ Fanatic Plus carp rod 12' (366cm) 3.0lbs (Двухсекционные профессиональные бойловые удилища,SiC-кольцами,186cm - в сложеном виде,5+1-колец, 311g-вес);6,000;CZ1602;51,24 EUR;76,86;Carp Zoom;Карповые удилища
;            CZ Fanatic Plus carp rod 12' (366cm) 3.5lbs (Двухсекционные профессиональные бойловые удилища,SiC-кольцами,186cm - в сложеном виде,5+1-колец, 334g-вес);6,000;CZ1619;53,94 EUR;80,91;Carp Zoom;Карповые удилища
;            LionZoom 50 Carp rod, 360cm, 3.0lbs (Карповое удилище с большим 50 мм -ым кольцом);3,000;CZ1817;24,09 EUR;36,135;Carp Zoom;Карповые удилища
;            LionZoom 50 Carp rod, 390cm, 3.5lbs (Карповое удилище с большим 50 мм -ым кольцом);2,000;CZ1824;25,59 EUR;38,385;Carp Zoom;Карповые удилища
;            LionZoom Carp rod, 360cm, 2.75lbs (Карповое удилище);18,000;CZ1800;22,02 EUR;33,03;Carp Zoom;Карповые удилища
;            Masterful Carp Rod, 10' 3,00lb, 2 sections;1,000;CZ8595;30,57 EUR;45,855;Carp Zoom;Карповые удилища
;            Masterful Carp Rod, 12' 2,75lb, 2 sections;;CZ8601;36,27 EUR;54,405;Carp Zoom;Карповые удилища
;            Masterful Carp Rod, 12' 3,00lb, 2 sections;3,000;CZ8618;36,27 EUR;54,405;Carp Zoom;Карповые удилища
;            Masterful Carp Rod, 12' 3,50lb, 50, 2 sections;2,000;CZ8625;41,97 EUR;62,955;Carp Zoom;Карповые удилища
;            Masterful Carp Rod, 13' 3,50lb, 50, 2 sections;5,000;CZ8632;46,25 EUR;69,375;Carp Zoom;Карповые удилища
;            Masterful Spod Rod, 12' 7,00lb, 50, 2 sections;3,000;CZ8649;46,68 EUR;70,02;Carp Zoom;Карповые удилища
