кат;назва;наявність;код;опт;роздріб
Иглы, сверла для бойлов;            Boilie drill   (СВЕРЛО ДЛЯ БОЙЛОВ);12,000;CZ2219;1,79 EUR;75,18
Иглы, сверла для бойлов;            Boilie needle   (БОЙЛОВАЯ ИГЛА);10,000;CZ2202;1,79 EUR;75,18
Иглы, сверла для бойлов;            Boilie/splicing needle  (ОБЫКНОВЕННОЕ ШИЛО);70,000;CZ2196;1,79 EUR;75,18
Иглы, сверла для бойлов;            CZ Boilie Needle Set (5pcs)  (НАБОР БОЙЛОВЫХ ИГЛ  4 ШТУК+1 СВЕРЛО);;CZ7962;7,43 EUR;312,06
Иглы, сверла для бойлов;            CZ Carp Tool Set (Набор игл);;CZ1176;2,18 EUR;91,56
Иглы, сверла для бойлов;            Fine splicing needle  (ШИЛО С ТОНКОЙ ИГЛОЙ);;CZ2189;1,79 EUR;75,18
Иглы, сверла для бойлов;            Stringer needle  (УДЛИНЕННОЕ ШИЛО);12,000;CZ2172;1,79 EUR;75,18
