кат;назва;наявність;код;опт;роздріб
Поводочницы;            CZ Hooklink box (Поводочница 34,3x6x2см.) (Поводочница);1,000;CZ1985;4,13 EUR;173,46
Поводочницы;            CZ Rig wallet (36x14x4cm) (Поводочница);;CZ3422;7,49 EUR;314,58
Поводочницы;            Double Rig Box, 8-21cm rigs, 23,7x7x2,8cm (Двухсторонняя поводочница);;CZ1543;2,18 EUR;91,56
Поводочницы;            Feeder Competition Rig Box, 10-45cm rigs, 50x9,4x2,3cm (Двухсекционная поводочница);10,000;CZ1550;5,93 EUR;249,06
